REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,"One couple, with or without children in their census family",91.4.4,620,,640,,94000,,86000,,81000,,74500,
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,Without children,91.4.5,620,,640,,94000,,86000,,81000,,74500,
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,With children,91.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,One one-parent census family,91.4.7,60,,60,,79500,,76000,,72500,,64500,
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,With a parent that is a man+,91.4.8,25,,25,,93000,,79000,,81000,,72000,
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,With a parent that is a woman+,91.4.9,35,,35,,65000,,73500,,58000,,56000,
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,Other census family households,91.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0202.01 - Barrie,2021S05075680202.01,2 persons,Non-census family households,91.4.11,50,,45,,69000,,54800,,64000,,53600,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,Total – Household type including census family structure,91.5.1,335,,315,,125000,,112000,,107000,,96000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,Census-family households,91.5.2,330,,310,,125000,,111000,,107000,,95000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,Households consisting of only one census family without additional persons,91.5.3,290,,275,,126000,,112000,,107000,,96000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,"One couple, with or without children in their census family",91.5.4,270,,250,,128000,,115000,,109000,,98000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,Without children,91.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,With children,91.5.6,270,,250,,128000,,115000,,109000,,98000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,One one-parent census family,91.5.7,25,,30,,108000,,65000,,92000,,60000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,With a parent that is a man+,91.5.8,15,,10,,,x,,x,,x,,x
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,With a parent that is a woman+,91.5.9,15,,20,,,x,,x,,x,,x
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,Other census family households,91.5.10,35,,35,,120000,,100000,,104000,,89000,
2021,0202.01 - Barrie,2021S05075680202.01,3 persons,Non-census family households,91.5.11,5,,10,,,x,,x,,x,,x
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,Total – Household type including census family structure,91.6.1,370,,335,,156000,,138000,,132000,,118000,
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,Census-family households,91.6.2,370,,335,,156000,,138000,,131000,,118000,
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,Households consisting of only one census family without additional persons,91.6.3,330,,305,,156000,,137000,,131000,,116000,
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,"One couple, with or without children in their census family",91.6.4,310,,300,,156000,,138000,,131000,,118000,
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,Without children,91.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,With children,91.6.6,310,,300,,156000,,138000,,131000,,118000,
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,One one-parent census family,91.6.7,15,,5,,,x,,x,,x,,x
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,With a parent that is a man+,91.6.8,10,,0,,,x,,x,,x,,x
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,With a parent that is a woman+,91.6.9,10,,5,,,x,,x,,x,,x
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,Other census family households,91.6.10,45,,30,,152000,,148000,,138000,,133000,
2021,0202.01 - Barrie,2021S05075680202.01,4 persons,Non-census family households,91.6.11,0,,0,,,x,0,...,,x,0,...
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,Total – Household type including census family structure,91.7.1,220,,210,,168000,,140000,,141000,,122000,
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,Census-family households,91.7.2,220,,210,,168000,,140000,,141000,,122000,
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,Households consisting of only one census family without additional persons,91.7.3,140,,135,,160000,,133000,,135000,,112000,
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,"One couple, with or without children in their census family",91.7.4,130,,135,,162000,,133000,,136000,,113000,
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,Without children,91.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,With children,91.7.6,130,,135,,162000,,133000,,136000,,113000,
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,One one-parent census family,91.7.7,5,,0,,,x,0,...,,x,0,...
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,With a parent that is a man+,91.7.8,0,,0,,,x,0,...,,x,0,...
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,With a parent that is a woman+,91.7.9,0,,0,,0,...,0,...,0,...,0,...
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,Other census family households,91.7.10,85,,80,,184000,,149000,,160000,,131000,
2021,0202.01 - Barrie,2021S05075680202.01,5 or more persons,Non-census family households,91.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,Total – Household type including census family structure,92.1.1,1085,,1015,,86000,,73500,,74000,,64500,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,Census-family households,92.1.2,735,,685,,110000,,93000,,95000,,81000,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,Households consisting of only one census family without additional persons,92.1.3,665,,640,,106000,,93000,,92000,,79500,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,"One couple, with or without children in their census family",92.1.4,575,,550,,110000,,97000,,95000,,84000,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,Without children,92.1.5,300,,270,,86000,,78000,,75000,,69000,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,With children,92.1.6,270,,275,,130000,,122000,,111000,,103000,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,One one-parent census family,92.1.7,90,,95,,66500,,53200,,63200,,52000,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,With a parent that is a man+,92.1.8,25,,15,,103000,,,x,88000,,,x
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,With a parent that is a woman+,92.1.9,65,,80,,61200,,55200,,58400,,53200,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,Other census family households,92.1.10,75,,50,,159000,,100000,,136000,,90000,
2021,0202.02 - Barrie,2021S05075680202.02,Total - Households by household size,Non-census family households,92.1.11,355,,330,,41600,,37600,,37200,,33200,
2021,0202.02 - Barrie,2021S05075680202.02,1 person,Total – Household type including census family structure,92.2.1,315,,300,,38000,,34000,,34400,,31600,
2021,0202.02 - Barrie,2021S05075680202.02,1 person,Census-family households,92.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,Households consisting of only one census family without additional persons,92.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,"One couple, with or without children in their census family",92.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,Without children,92.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,With children,92.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,One one-parent census family,92.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,With a parent that is a man+,92.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,With a parent that is a woman+,92.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,Other census family households,92.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,1 person,Non-census family households,92.2.11,315,,300,,38000,,34000,,34400,,31600,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,Total – Household type including census family structure,92.3.1,770,,715,,107000,,92000,,94000,,79500,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,Census-family households,92.3.2,735,,685,,110000,,93000,,95000,,81000,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,Households consisting of only one census family without additional persons,92.3.3,665,,640,,106000,,93000,,92000,,79500,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,"One couple, with or without children in their census family",92.3.4,575,,550,,110000,,97000,,95000,,84000,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,Without children,92.3.5,300,,270,,86000,,78000,,75000,,69000,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,With children,92.3.6,270,,275,,130000,,122000,,111000,,103000,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,One one-parent census family,92.3.7,90,,95,,66500,,53200,,63200,,52000,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,With a parent that is a man+,92.3.8,25,,15,,103000,,,x,88000,,,x
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,With a parent that is a woman+,92.3.9,65,,80,,61200,,55200,,58400,,53200,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,Other census family households,92.3.10,75,,50,,159000,,100000,,136000,,90000,
2021,0202.02 - Barrie,2021S05075680202.02,2 or more persons,Non-census family households,92.3.11,30,,25,,78500,,76000,,69500,,66500,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,Total – Household type including census family structure,92.4.1,375,,355,,82000,,74500,,73500,,66000,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,Census-family households,92.4.2,350,,325,,83000,,74500,,73500,,66000,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,Households consisting of only one census family without additional persons,92.4.3,350,,325,,83000,,74500,,73500,,66000,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,"One couple, with or without children in their census family",92.4.4,300,,270,,86000,,78000,,75000,,69000,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,Without children,92.4.5,300,,270,,86000,,78000,,75000,,69000,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,With children,92.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,One one-parent census family,92.4.7,55,,60,,65000,,50800,,58400,,48400,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,With a parent that is a man+,92.4.8,20,,5,,,x,,x,,x,,x
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,With a parent that is a woman+,92.4.9,30,,50,,60400,,58800,,57600,,53600,
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,Other census family households,92.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,2 persons,Non-census family households,92.4.11,30,,25,,72500,,76000,,65000,,66500,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,Total – Household type including census family structure,92.5.1,150,,145,,113000,,100000,,98000,,86000,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,Census-family households,92.5.2,150,,145,,114000,,100000,,102000,,86000,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,Households consisting of only one census family without additional persons,92.5.3,130,,130,,114000,,103000,,99000,,88000,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,"One couple, with or without children in their census family",92.5.4,100,,105,,128000,,112000,,108000,,96000,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,Without children,92.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,With children,92.5.6,100,,105,,128000,,112000,,108000,,96000,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,One one-parent census family,92.5.7,35,,25,,91000,,62400,,81000,,56400,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,With a parent that is a man+,92.5.8,10,,5,,,x,,x,,x,,x
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,With a parent that is a woman+,92.5.9,25,,25,,63600,,56800,,63200,,54800,
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,Other census family households,92.5.10,15,,15,,,x,,x,,x,,x
2021,0202.02 - Barrie,2021S05075680202.02,3 persons,Non-census family households,92.5.11,5,,0,,,x,0,...,,x,0,...
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,Total – Household type including census family structure,92.6.1,150,,150,,134000,,115000,,116000,,98000,
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,Census-family households,92.6.2,150,,150,,134000,,115000,,116000,,98000,
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,Households consisting of only one census family without additional persons,92.6.3,130,,135,,131000,,119000,,115000,,100000,
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,"One couple, with or without children in their census family",92.6.4,125,,135,,135000,,120000,,116000,,101000,
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,Without children,92.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,With children,92.6.6,125,,135,,135000,,120000,,116000,,101000,
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,One one-parent census family,92.6.7,10,,5,,,x,,x,,x,,x
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,With a parent that is a man+,92.6.8,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,With a parent that is a woman+,92.6.9,10,,5,,,x,,x,,x,,x
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,Other census family households,92.6.10,20,,15,,141000,,,x,129000,,,x
2021,0202.02 - Barrie,2021S05075680202.02,4 persons,Non-census family households,92.6.11,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,Total – Household type including census family structure,92.7.1,85,,60,,145000,,126000,,127000,,110000,
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,Census-family households,92.7.2,85,,60,,145000,,126000,,127000,,110000,
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,Households consisting of only one census family without additional persons,92.7.3,55,,40,,126000,,128000,,109000,,110000,
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,"One couple, with or without children in their census family",92.7.4,55,,40,,132000,,129000,,111000,,111000,
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,Without children,92.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,With children,92.7.6,55,,40,,132000,,129000,,111000,,111000,
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,One one-parent census family,92.7.7,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,With a parent that is a man+,92.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,With a parent that is a woman+,92.7.9,0,,0,,0,...,0,...,0,...,0,...
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,Other census family households,92.7.10,35,,15,,180000,,,x,157000,,,x
2021,0202.02 - Barrie,2021S05075680202.02,5 or more persons,Non-census family households,92.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,"Belleville - Quinte West (CMA) 522, Ont.",2021S0503522,Total - Households by household size,Total – Household type including census family structure,93.1.1,46215,,42985,,78000,,69000,,69500,,61600,
2021,"Belleville - Quinte West (CMA) 522, Ont.",2021S0503522,Total - Households by household size,Census-family households,93.1.2,31430,,29545,,97000,,86000,,86000,,76000,
